For all members,,,,,,,,,,,,,For industry members only,,,,,,,,,,,,
Name (ZH),Name (EN MT),Common name (EN),Common name (ZH),Tier (ZH),Tier (EN),Original order within tier,Type,Website,Crunchbase URL,"Location (City, Province)",Location (City-level),Location (Provincial Level),Estimated Size,Estimated Focus,Industry Affiliations,AI Product/Service Category,Key products,State-owned?,Not Chinese,Public company,Exchange,Ticker,Notes,,Extracted 3/26/20 from http://aiiaorg.cn/index.php?m=alliance&c=index&a=structure
北京海天瑞声科技股份有限公司,"Beijing Haitian Ruisheng Technology Co., Ltd.",Speechocean,海天瑞声,理事单位,board members,67,Industry,http://www.speechocean.com/,https://www.crunchbase.com/organization/speechocean,Beijing,Beijing,Beijing,Small/startup,Focused on AI,Information Technology,Voice Recognition and Natural Language Processing,"Speech recognition, speech synthesis, computer vision, lexicon, and NPL",No,No,No,,,,,
中标软件有限公司,"Winning Software Co., Ltd.",Standard Software,中标软件,理事单位,board members,141,Industry,http://www.cs2c.com.cn/,https://www.crunchbase.com/organization/china-standard-software-co,Shanghai,Shanghai,Shanghai,Medium,Diversified,Software,n/a,Linux operating systems and office software products and services,No,No,No,,,,,
北京星和众工设备技术股份有限公司,"Beijing Xinghe Zhonggong Equipment Technology Co., Ltd.",Stargroup Research & Integration (SRI),星和众工,理事单位,board members,31,Industry,http://www.bjsri.cn/en/about.aspx?PCateID=54&CateID=54,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Mechanical and electrical product manfucturing,n/a,Metal and coil production equipment,No,No,No,,,,,
国网信息通信产业集团有限公司,"State Grid Information and Communication Industry Group Co., Ltd.",State Grid Information&Telecommunication Group,国网信通产业集团,普通会员单位,ordinary members,179,Industry,http://www.sgitg.sgcc.com.cn/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Telecommunication services,n/a,Telecommunication services,Yes,No,No,,,Subsidiary of State Grid,,
武汉泰迪智慧科技有限公司,"Wuhan Teddy Smart Technology Co., Ltd.",Stormor,飔拓,理事单位,board members,133,Industry,http://www.stormorai.com/yypt/,n/a,"Wuhan, Hubei",Wuhan,Hubei,Small/startup,Focused on AI,Robotics,Service Robots,Robots,No,No,No,,,,,
曙光信息产业（北京）有限公司,"Dawning Information Industry (Beijing) Co., Ltd.",Sugong,曙光,理事单位,board members,147,Industry,https://www.sugon.com/,https://www.crunchbase.com/organization/sugon,Beijing,Beijing,Beijing,Medium,Diversified,Hardware,n/a,"Technical services, sales of computers",No,No,Yes,ShanghaiStock Exchange,603019,,,
苏州大学,Suzhou University,Suzhou University,苏州大学,理事单位,board members,23,Academia,https://www.suda.edu.cn/,https://www.crunchbase.com/organization/suzhou-university-china#section-overview,"Suzhou, Jiangsu",Suzhou,Jiangsu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
沈阳鸿宇科技有限公司,"Shenyang Hongyu Technology Co., Ltd.",SY Control,鸿宇科技,普通会员单位,ordinary members,32,Industry,http://www.sy-control.com/,n/a,"Shenyang, Liaoning",Shenyang,Liaoning,Small/startup,Diversified,Smart home system,n/a,"IoT, virtual instruments and intelligent terminal technology",No,No,No,,,,,
北京欣博电子科技有限公司,"Beijing Xinbo Electronic Technology Co., Ltd.",SymbolTek,欣博电子,普通会员单位,ordinary members,204,Industry,http://www.symboltek.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Science and technology services, security",Other Visual Recognition,"Intelligent video security systems, SVAC chips",No,No,No,,,,,
新诺普思科技（北京）有限公司,"Synopsys Technology (Beijing) Co., Ltd.",Synopsys,新诺普思,普通会员单位,ordinary members,253,Industry,https://www.synopsys.com/,https://www.crunchbase.com/organization/synopsys,Beijing,Beijing,Beijing,Medium,Diversified,"Electronic Design Automation, Information Technology, Software",n/a,"Chip design, verification, IP integration, and software security and quality testing",No,Yes,Yes,NASDAQ,SNPS,,,
神思电子技术股份有限公司,"Shensi Electronic Technology Co., Ltd.",Synthesis,神思,普通会员单位,ordinary members,339,Industry,http://www.sdses.com/,n/a,"Jinan, Shandong",Jinan,Shandong,Medium,Focused on AI,Manufacturing,Industrial Robots,AI and identification tracing,No,No,No,,,,,
北京索为系统技术股份有限公司,"Beijing Suowei System Technology Co., Ltd.",SYSWARE ,索为系统,理事单位,board members,10,Industry,http://www.sysware.com.cn/en/about.html,https://www.crunchbase.com/organization/sysware-28f7,Beijing,Beijing,Beijing,Medium,Diversified,"Apps, Industrial, Industrial Automation",n/a,Industrial Internet platforms,No,No,No,,,,,
北京钛星科技有限公司,"Beijing Titan Star Technology Co., Ltd.",TaiBrain,钛星科技,普通会员单位,ordinary members,142,Industry,http://www.taibrain.com/,https://www.crunchbase.com/organization/taibrain,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Automotive, Transportation",Autonomous Vehicles,Vehicle-to-Vehicle technology (V2X,No,No,No,,,,,
北京世纪好未来教育科技有限公司,"Beijing Century Good Future Education Technology Co., Ltd.",TAL Education Group,好未来,普通会员单位,ordinary members,163,Industry,http://www.100tal.com/,https://www.crunchbase.com/organization/tal,Beijing,Beijing,Beijing,Medium,Diversified,"Education, Knowledge Management,Tutoring",n/a,Education and technology,No,No,Yes,NYSE,TAL,,,
深圳市赛金投资管理有限公司,"Shenzhen Saijin Investment Management Co., Ltd.",Tamarace,赛马资本,理事单位,board members,25,Industry,https://www.tamarace.com/,https://www.crunchbase.com/organization/saima-ziben,Shenzhen,Shenzhen,Shenzhen,Small/startup,Diversified,"Big Data, Cloud Computing, Finance, Financial Services",n/a,VC investment,No,No,No,,,,,
TCL集团股份有限公司,"TCL Group Co., Ltd.",TCL,TCL集团,普通会员单位,ordinary members,90,Industry,www.tcl.com ,https://www.crunchbase.com/organization/tcl,"Huizhou, Guangdong",Huizhou,Guangdong,Big,Diversified,"Consumer Electronics, Electronics, Manufacturing",n/a,Consumer electronics,No,No,Yes,SZSE,000100,,,
江苏天创科技有限公司,"Jiangsu Tianchuang Technology Co., Ltd.",Tcnet Technology,天创科技,理事单位,board members,139,Industry,http://www.tcnet.com.cn/,n/a,"Suzhou, Jiangsu",Suzhou,Jiangsu,Small/startup,Diversified,"Information Technology, Security",n/a,Internet security,No,No,No,,,,,
鼎桥通信技术有限公司,"Dingqiao Communication Technology Co., Ltd.",TD Tech,鼎桥,普通会员单位,ordinary members,110,Industry,http://www.td-tech.com/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,"Electronics, Communications, Manufacturing",n/a,Wireless communication technology,No,No,No,,,,,
太库（北京）科技孵化器有限公司,"Taiku (Beijing) Technology Incubator Co., Ltd.",Techcode,太库,理事单位,board members,16,Industry,http://www.techcode.com/startup_accelerators.html,https://www.crunchbase.com/organization/techcode-33b9,Beijing,Beijing,Beijing,Small/startup,Diversified,Management Consulting,n/a,"Incubation, acceleration, venture funding and strategic consulting",No,No,No,,,,,
上海腾梭科技有限公司,"Shanghai Tengsuo Technology Co., Ltd.",TechSight,腾梭科技,普通会员单位,ordinary members,281,Industry,http://www.techsight.cn/,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,Fintech,n/a,Fintech,No,No,No,,,,,
深圳市腾讯计算机系统有限公司,"Shenzhen Tencent Computer System Co., Ltd.",Tencent,腾讯,副理事长单位,vice chairs of the board,5,Industry,tencent.com,https://www.crunchbase.com/organization/tencent,Shenzhen,Shenzhen,Shenzhen,Big,Diversified,"Internet, Online Games, Online Portals, Social Media, Marketing",n/a,"Social media, entertainment, e-commerce",No,No,Yes,HK,700,,,
上海特耐司信息科技有限公司,"Shanghai Tenex Information Technology Co., Ltd.",TENEZ,天陈,普通会员单位,ordinary members,105,Industry,http://www.itenez.com/,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,"Software, Information Technology",n/a,Enterprise management system,No,No,No,,,,,
上海天律信息技术有限公司,"Shanghai Tianlu Information Technology Co., Ltd.",Tenly Software,天律公司,普通会员单位,ordinary members,25,Industry,http://tenly.com/,n/a,Shanghai,Shanghai,Shanghai,Medium,Diversified,Big Data,n/a,Data mining,No,No,No,,,,,
特斯联（北京）科技有限公司,"Tslink (Beijing) Technology Co., Ltd.",Terminus,特斯联,理事单位,board members,78,Industry,http://www.tslsmart.com/,https://www.crunchbase.com/organization/terminus-technologies-co,Beijing,Beijing,Beijing,Medium,Focused on AI,"Artificial Intelligence, Information Technology, Internet of Things, Robotics, Software",AIoT,AI+IoT platforms,No,Yes,No,,,,,
北京云测信息技术有限公司,"Beijing Cloud Test Information Technology Co., Ltd.",Testin,云测,普通会员单位,ordinary members,148,Industry,https://testin.cn/,https://www.crunchbase.com/organization/testin#section-overview,Beijing,Beijing,Beijing,Small/startup,Diversified,"Apps, Mobile, SaaS, Software, Test and Measurement",n/a,One-Stop-Application cloud testing services,No,No,No,,,,,
浙江大学医学院附属第一医院,First Affiliated Hospital of Zhejiang University School of Medicine,"The First Affiliated Hospital, College of Medicine, Zhejiang University ",浙医一院,理事单位,board members,150,Academia,http://www.zy91.com/,n/a,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
公安部第三研究所,Third Institute of the Ministry of Public Security,Third Institute of the Ministry of Public Security,三所,理事单位,board members,32,Government,http://hr.trimps.ac.cn/introduction.jhtml,n/a,Shanghai,Shanghai,Shanghai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
中科创达软件股份有限公司,"Zhongke Chuangda Software Co., Ltd.",ThunderSoft,中科创达,理事单位,board members,162,Industry,https://www.thundersoft.com/,https://www.crunchbase.com/organization/thundersoft-company-limited,Beijing,Beijing,Beijing,Medium,Diversified,"Automotive, Enterprise Software, Intelligent Systems, Internet of Things, Mobile",n/a,Operating system technologies,No,No,Yes,SZSE (ChiNext),300496,,,
北京华宇软件股份有限公司,"Beijing Huayu Software Co., Ltd.",Thunisoft,华宇软件,理事单位,board members,99,Industry,http://www.thunisoft.cn/,https://www.crunchbase.com/organization/beijing-thunisoft-corp-ltd,Beijing,Beijing,Beijing,Medium,Diversified,"Information Technology, Software",n/a,Electronic-government systems products,No,No,Yes,SZSE,300271,,,
南京天奥医疗仪器制造有限公司,"Nanjing Tianao Medical Instrument Manufacturing Co., Ltd.",Tianao,天奥医疗,普通会员单位,ordinary members,58,Industry,http://www.tianao.com/,n/a,"Nanjing, Jiangsu",Nanjing,Jiangsu,Medium,Diversified,"Manufacturing, Healthcare",n/a,Healthcare equipments,No,No,No,,,,,
北京天鸿同信科技有限公司,"Beijing Tianhong Tongxin Technology Co., Ltd.",TIANHONG,天鸿同信,普通会员单位,ordinary members,18,Industry,http://www.bjthtx.com.cn/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,"Automation, Information Technology, Petrochemical",n/a,Automation and information technology in the gas and petrochemical industries,No,No,No,,,,,
天津中科智能识别产业技术研究院有限公司,"Tianjin Zhongke Intelligent Identification Industry Technology Research Institute Co., Ltd.",Tianjin Academy for Intelligent Recognition Technologies,中科智能识别产业技术研究院,普通会员单位,ordinary members,16,Industry,http://www.tafirt.org/,n/a,Tianjin,Tianjin,Tianjin,Small/startup,Focused on AI,Intelligent recognition,Other Visual Recognition,"Optoelectronic equipment, network system",Yes,No,No,,,,,
天津龙腾智慧海洋科技有限公司,"Tianjin Longteng Smart Marine Technology Co., Ltd.","Tianjin Longteng Smart Marine Technology Co., Ltd.",龙腾智慧,普通会员单位,ordinary members,47,Industry,n/a,n/a,Tianjin,Tianjin,Tianjin,Small/startup,Diversified,"Technical services, Marine technology, Software",n/a,Underwater acoustics,No,No,No,,,,,
三六零科技股份有限公司,"Three Six Zero Technology Co., Ltd.","Tianjin Qisi Technology Co., Ltd.",三六零科技集团有限公司,副理事长单位,vice chairs of the board,18,Industry,https://www.qcc.com/firm/16ddc4a29cc0519614d5c8f2a7c0d40a.html,n/a,Tianjin,Tianjin,Tianjin,Medium,Diversified,Software and information technology services,n/a,"Software development, Internet security services; Internet data services;",No,No,No,,,Wholly-owned subsidiary of Qihoo 360 Technology Co. Ltd,,
北京天学网教育科技股份有限公司,"Beijing Tianxuewang Education Technology Co., Ltd.",Tianxuewang,天学网,普通会员单位,ordinary members,290,Industry,https://www.up366.com/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Education,n/a,Education,No,No,No,,,,,
上海烨睿信息科技有限公司,"Shanghai Ye Rui Information Technology Co., Ltd.",Tigerobo,虎博科技,普通会员单位,ordinary members,265,Industry,http://www.tigerobo.com/,https://www.crunchbase.com/organization/tigerobo,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"Artificial Intelligence, Machine Learning, Robotics",Business Solutions,smart financial search engine,No,No,No,,,,,
上海瞳步智能科技有限公司,"Shanghai Tongbu Intelligent Technology Co., Ltd.",Tobotai,瞳步智能科技,普通会员单位,ordinary members,345,Industry,http://www.tobotai.com/,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,Robotics,Service Robots,Medical and delivery robots,No,No,No,,,,,
同盾网络科技有限公司,"Tongdun Network Technology Co., Ltd.",Tongdun Technology,同盾科技,理事单位,board members,81,Industry,https://www.tongdun.cn/?R=bdjj,https://www.crunchbase.com/organization/tongdun-technology,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Medium,Focused on AI,"FinTech, Software, Internet, Network Security",Business Solutions,"Risk control, anti-theft and fraud management application",No,No,No,,,,,
浙江同花顺智能科技有限公司,"Zhejiang Tonghuashun Intelligent Technology Co., Ltd.",Tonghuashun,同花顺,普通会员单位,ordinary members,331,Industry,http://www.voiceclub.cn/,n/a,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Medium,Focused on AI,Cloud storage,Data Storage and Processing,Cloud storage,No,No,No,,,,,
北京天融信网络安全技术有限公司,"Beijing Tianrongxin Network Security Technology Co., Ltd.",TopSec,天融信网络,普通会员单位,ordinary members,228,Industry,http://www.topsec.com.cn/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,"Software, information technology",n/a,Internet security,No,No,No,,,,,
星环信息科技（上海）有限公司,"Xinghuan Information Technology (Shanghai) Co., Ltd.",Transwarp,星环科技,理事单位,board members,119,Industry,https://www.transwarp.io/,https://www.crunchbase.com/organization/transwarp#section-overview,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"Big Data, Data Center, Information Technology, Software",Data Storage and Processing,Big data software and services for enterprises,No,No,No,,,,,
北京三行资本管理有限责任公司,"Beijing Sanxing Capital Management Co., Ltd.",Triniti Capital,三行资本,普通会员单位,ordinary members,74,Industry,www.triniticapital.com/,https://www.crunchbase.com/organization/triniti-capital,Beijing,Beijing,Beijing,Small/startup,Diversified,"Finace, Venture Capital",n/a,VC,No,No,No,,,Can't access company's website,,
清华大学,Tsinghua University,Tsinghua University,清华大学,副理事长单位,vice chairs of the board,6,Academia,https://www.tsinghua.edu.cn/,https://www.crunchbase.com/organization/tsinghua-university,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
北京天拓四方科技有限公司,"Beijing Tiantuo Sifang Technology Co., Ltd.",TTSF,天拓四方,普通会员单位,ordinary members,63,Industry,http://www.bjttsf.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Smart manufaturing,n/a,Smart manufaturing solutions,No,No,No,,,,,
北京图森未来科技有限公司,"Beijing Tucson Future Technology Co., Ltd.",TuSimple,图森未来,普通会员单位,ordinary members,33,Industry,https://www.tusimple.com/,https://www.crunchbase.com/organization/tusimple-llc,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Artificial Intelligence, Autonomous Vehicles, Last Mile Transportation, Transportation",Autonomous Vehicles,Self-driving truck,No,No,No,,,,,
南德认证检测（中国）有限公司深圳分公司,"Nande Certification Testing (China) Co., Ltd. Shenzhen Branch",TÜV,南德,普通会员单位,ordinary members,231,Industry,n/a,n/a,Shenzhen,Shenzhen,Shenzhen,Big,Diversified,Mangement consulting,n/a,Trade information and enterprise management consulting,No,No,No,,,,,
广东天元建筑设计有限公司,"Guangdong Tianyuan Architectural Design Co., Ltd.",TYARCH,天元设计,普通会员单位,ordinary members,239,Industry,http://www.ty-archdesign.com/,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Diversified,Architectural services,n/a,Architectural services,No,No,No,,,,,
上海优刻得信息科技有限公司,"Shanghai Youkede Information Technology Co., Ltd.",UCloud,优刻得,普通会员单位,ordinary members,187,Industry,https://www.ucloud.cn/,https://www.crunchbase.com/organization/ucloud-information-technology,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,"Big Data, Cloud Computing, Cloud Data, Services E-Commerce, Enterprise Software, Information Technology",n/a,Cloud computing,No,No,Yes,SHSE,688158,,,
北京优锘科技有限公司,"Beijing Youyi Technology Co., Ltd.",Uinnova Technologies,优锘科技,普通会员单位,ordinary members,120,Industry,http://www.uinnova.com/,https://www.crunchbase.com/organization/uinnova-technologies#section-overview,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Information Services, Information Technology, Software",AIot,Smart visual management platform including 3D visual platform for applications of IoT.,No,No,No,,,,,
驭势科技（北京）有限公司,"Yushi Technology (Beijing) Co., Ltd.",UISEE,"
驭势科技",普通会员单位,ordinary members,59,Industry,https://www.uisee.com/index.aspx,https://www.crunchbase.com/organization/uisee#section-overview,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Autonomous Vehicles, Robotics",Autonomous Vehicles,Mobility and logistics solutions with AI driving,No,No,No,,,,,
武夷山东方潜能软件科技有限公司,"Wuyishan Oriental Potential Software Technology Co., Ltd.",UlinkM,东方潜能,普通会员单位,ordinary members,12,Industry,http://www.ulinkm.com/,n/a,"Nanping, Fujian",Nanping,Fujian,Small/startup,Diversified,Software,n/a,Education software,No,No,No,,,,,
杭州宇泛智能科技有限公司,"Hangzhou Yufan Intelligent Technology Co., Ltd.",Uni-Ubi,宇泛智能,普通会员单位,ordinary members,153,Industry,https://www.uni-ubi.com/,https://www.crunchbase.com/organization/uni-ubi,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Small/startup,Focused on AI,"Artificial Intelligence, Robotics",Facial Recognition,"Face recognition, object recognition, video structuring products",No,No,No,,,,,
华院数据技术（上海）有限公司,"Huayuan Data Technology (Shanghai) Co., Ltd.",UniDT,华院数据,理事单位,board members,3,Industry,http://www.unidt.com/,n/a,Shanghai,Shanghai,Shanghai,Medium,Focused on AI,Big data,Data Storage and Processing,"data mining, software",No,No,No,,,,,
北京云知声信息技术有限公司,"Beijing Yunzhisheng Information Technology Co., Ltd.",Unisound,云知声,理事单位,board members,98,Industry,https://www.unisound.com/company-profile.html,https://www.crunchbase.com/organization/unisound-beijing,Beijing,Beijing,Beijing,Medium,Focused on AI,"Cloud Data Services, Natural Language Processing, Speech Recognition",Voice Recognition and Natural Language Processing,Intelligent voice and speech processing technologies,No,No,No,,,,,
北京科技大学,University of Science and Technology Beijing,University of Science and Technology Beijing,北科大,理事单位,board members,1,Academia,https://en.ustb.edu.cn/,https://www.crunchbase.com/organization/university-of-science-and-technology-beijing,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
浙江远传信息技术股份有限公司,"Zhejiang Yuanchuan Information Technology Co., Ltd.",Utry,远传技术,普通会员单位,ordinary members,297,Industry,https://www.utry.cn/,https://www.crunchbase.com/organization/utry,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Small/startup,Focused on AI,"Software, Information Technology",Business Solutions,"smart customer service solutions, smart service cloud applications and smart service robot products ",No,No,No,,,,,
第一视频信息工程有限公司,"First Video Information Engineering Co., Ltd.",V1,第一视频,理事单位,board members,45,Industry,http://ir.v1group.com/tc/about_group.php,https://www.crunchbase.com/organization/v1-cn,Beijing,Beijing,Beijing,Medium,Diversified,"E-commerce, Mobile",n/a,Production and broadcasting of internet video news; online sports lottery,No,No,Yes,HK,00082,,,
上海永骁智能技术有限公司,"Shanghai Yongxiao Intelligent Technology Co., Ltd.",Vaitech,永骁智能,理事单位,board members,180,Industry,http://www.vaitech.cn/,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"Customer service, Robotics",Business Solutions,"Customer service robots, intelligent marketing services",No,No,No,,,,,
深圳市万全智能技术有限公司,"Shenzhen Wanquan Intelligent Technology Co., Ltd.",Vanch,万全智能,普通会员单位,ordinary members,43,Industry,http://www.vanch.net/,n/a,Shenzhen,Shenzhen,Shenzhen,Small/startup,Diversified,"Hardware, Softare",n/a,Radio-frequency identification,No,No,No,,,,,
上海卫莎网络科技有限公司,"Shanghai Weisha Network Technology Co., Ltd.",Versa,卫莎,普通会员单位,ordinary members,313,Industry,n/a,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,Technology services,Business Solutions,"Research and development of artificial intelligence, network information and computer technology, enterprise management consulting",No,No,No,,,https://webcache.googleusercontent.com/search?q=cache:it1JAl35gXYJ:https://www.tianyancha.com/company/3102746461+&cd=2&hl=en&ct=clnk&gl=us,,
北京中星微电子有限公司,"Beijing Zhongxing Microelectronics Co., Ltd.",Vimicro,中星微电子,副理事长单位,vice chairs of the board,14,Industry,http://www.vimicro.com.cn/,https://www.crunchbase.com/organization/vimicro-international-corporation,Beijing,Beijing,Beijing,Medium,Diversified,"Enterprise Software, Hardware, Information Technology, Manufacturing",n/a,"Chip, multimedia processors",No,No,Yes,NASDAQ,VIMC,,,
维沃移动通信有限公司,Vivo Mobile Communications Ltd.,Vivo,维沃,普通会员单位,ordinary members,69,Industry,https://www.vivo.com/en/,https://www.crunchbase.com/organization/vivo-communication-technology,Shenzhen,Shenzhen,Shenzhen,Medium,Diversified,"Consumer Electronics, Mobile, Software",n/a,Phones,No,No,No,,,,,
深圳微品致远信息科技有限公司,"Shenzhen Weipin Zhiyuan Information Technology Co., Ltd.",VP HONOR,微品致远,普通会员单位,ordinary members,113,Industry,http://www.vphonor.com/#/vphome/home,https://www.crunchbase.com/organization/vp-honor,Shenzhen,Shenzhen,Shenzhen,Small/startup,Focused on AI,"Artificial Intelligence, Big Data, Cloud Computing, Software",Data Storage and Processing,"Big data services, AIoT and 5G",No,No,No,,,,,
华通设计顾问工程有限公司,"Huatong Design Consulting Engineering Co., Ltd.",Walton Design & Consulting Engineerin,华通国际,理事单位,board members,89,Industry,http://www.wdce.com/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,"Consulting, Engineering, Architecture",n/a,Architectural designing,No,No,No,,,,,
网宿科技股份有限公司,"Wangsu Technology Co., Ltd.",Wangsu,网宿科技,普通会员单位,ordinary members,73,Industry,https://www.wangsu.com/,https://www.crunchbase.com/organization/wangsu-science-technology-co,Beijing,Beijing,Beijing,Medium,Diversified,"Cloud Computing, Information Technology, Internet, Software",n/a,Big data and cloud computing infrastructures,No,No,Yes,SZSE,300017,,,
玩咖欢聚文化传媒（北京）有限公司,"Wanca Huanju Cultural Media (Beijing) Co., Ltd.",Wanka Online,玩咖欢聚,普通会员单位,ordinary members,100,Industry,http://www.wankaonline.com/home,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Distribution service,n/a,Android-based content distribution services,No,No,Yes,HKSE,1762,,,
浙江华通云数据科技有限公司,"Zhejiang Huatong Cloud Data Technology Co., Ltd.",Watone Cloud Data,华通云数据,普通会员单位,ordinary members,109,Industry,https://www.watone.com.cn/,n/a,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Medium,Focused on AI,"Cloud computing, Data service",Data Storage and Processing,"AI Cloud computing, Data storage",No,No,No,,,,,
北京微呼科技有限公司,"Beijing Weihu Technology Co., Ltd.",Weihu Technology,微呼科技,普通会员单位,ordinary members,103,Industry,http://www.95114.cn/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Science and Technology application service,n/a,AI application solutions,No,No,No,,,,,
北京问知科技有限公司,"Beijing Wenzhi Technology Co., Ltd.",Wenzhi Technology,问知科技,普通会员单位,ordinary members,149,Industry,http://wenzhitek.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,AI solutions,Business Solutions,"Intelligent marketing solutions, intelligent business assistant",No,No,No,,,,,
武汉楚锐视觉检测科技有限公司,"Wuhan Churui Visual Inspection Technology Co., Ltd.",WHCRZK,楚锐,普通会员单位,ordinary members,311,Industry,http://www.whcrzk.com/,n/a,"Wuhan, Hubei",Wuhan,Hubei,Small/startup,Diversified,Manufacturing,n/a,Production and sales of visual system equipment,No,No,No,,,,,
威步信息系统（上海）有限公司,"Wibu Information System (Shanghai) Co., Ltd.",WIBU-SYSTEMS,威步信息系统,普通会员单位,ordinary members,17,Industry,https://www.wibu.com.cn/,https://www.crunchbase.com/organization/wibu-systems-ag,Shanghai,Shanghai,Shanghai,Medium,Diversified,Software,n/a,Security technology,No,Yes,No,,,,,
智慧神州（北京）科技有限公司,"Wisdom China (Beijing) Technology Co., Ltd.",Wisdom,智慧,理事单位,board members,156,Industry,https://wezgc123.d17.cc/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Technology Services,n/a,"Service covers all aspects of enterprise needs, and the platform integrate",No,No,No,,,,,
广州联业商用机器人科技股份有限公司,"Guangzhou Lianye Commercial Robot Technology Co., Ltd.",WiseShop,智能卖客,普通会员单位,ordinary members,76,Industry,http://www.lianyerobot.com/,https://www.crunchbase.com/organization/wiseshop,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Diversified,"Customer Service, Manufacturing, Product Design",n/a,Vending machines,No,No,No,,,,,
北京通和实益电信科学技术研究院所有限公司,"Beijing Tonghe Beneficial Telecommunications Science and Technology Research Institute Co., Ltd.",WLLC,威尔克通信实验室,普通会员单位,ordinary members,52,Industry,http://www.chinawllc.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,"Software, Technology services and consulting",n/a,Software and information system evaluation,Yes,No,No,,,,,
万达信息股份有限公司,"Wanda Information Co., Ltd.",Wonders Information,万达信息,理事单位,board members,132,Industry,http://www.wondersgroup.com/,https://www.crunchbase.com/organization/wonders-information#section-overview,Shanghai,Shanghai,Shanghai,Medium,Diversified,"Electronics, Information Technology, Software",n/a,Information technology software and service,No,No,Yes,SZSE,300168,,,
五竹科技（天津）有限公司,"Wuzhu Technology (Tianjin) Co., Ltd.",Wuzhu Technology,五竹科技,普通会员单位,ordinary members,294,Industry,n/a,n/a,Tianjin,Tianjin,Tianjin,Medium,Diversified,Science and technology services,n/a,"Software, Robots, IoT, data processing, consulting",No,No,No,,,,,
西安市碑林环大学创新产业带管理委员会,Xi'an Beilinhuan University Innovation Industry Belt Management Committee,Xi'an Creative Industry Development,西安市碑林环大学创新产业带,理事单位,board members,173,Government,http://www.blcyw.com/,n/a,"Xi'an, Shaanxi",Xi'an,Shaanxi,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
上海智臻智能网络科技股份有限公司,"Shanghai Zhizhen Intelligent Network Technology Co., Ltd.",Xiao-i,小i机器人,理事单位,board members,178,Industry,http://www.xiaoi.com/,https://www.crunchbase.com/organization/xiaoi-robert,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"Artificial Intelligence, Automotive, Robotics",Service Robots,AI technologies and applications,No,No,No,,,Appears later in the list as a 普通会员单位 (ordinary member),,
上海智臻智能网络科技股份有限公司,"Shanghai Zhizhen Intelligent Network Technology Co., Ltd.",Xiao-i,小i机器人,普通会员单位,ordinary members,188,Industry,http://www.xiaoi.com/ ,https://www.crunchbase.com/organization/xiaoi-robert ,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"Automotive, Robotics",Service Robots,AI technologies and applications,No,No,No,,,Appears earlier in the list as a 理事单位 (board member),,
